talk_desc,event,talk_name,views,duration,tags,recorded_at,published on
"In 1812, four men at Cambridge University met for breakfast. What began as an impassioned meal grew into a new scientific revolution, in which these men -- who called themselves “natural philosophers” until they later coined “scientist” -- introduced four major principles into scientific inquiry. Historian and philosopher Laura Snyder tells their intriguing story.",TEDGlobal 2012,The Philosophical Breakfast Club,1313978,754,"['history', 'science', 'storytelling', 'technology', 'science and art', 'philosophy', 'innovation', 'culture', 'physics', 'activism', 'computers', 'math']",2012-06-19T00:00:00.000+00:00,1365778764
"When Eric Dishman was in college, doctors told him he had 2 to 3 years to live. That was a long time ago. Now, Dishman puts his experience and his expertise as a medical tech specialist together to suggest a bold idea for reinventing health care -- by putting the patient at the center of a treatment team.",TED@Intel,Health care should be a team sport,1128687,959,"['health care', 'heart health', 'technology']",2013-03-27T00:00:00.000+00:00,1365692066
"Our eyes are practically magical, but they cannot see everything. For instance, the naked eye cannot see the moment where all four of a horse's legs are in the air or the gradual life cycle of plants -- but cameras can capture these moments. Bill Shribman gives examples where photography can pick up where the eye leaves off. [Directed by Darcy Vorhees, narrated by Bill Shribman].",TED-Ed,What cameras see that our eyes don't,357910,185,"['technology', 'sight', 'animation', 'biology', 'TED-Ed', 'photography']",2013-04-10T00:00:00.000+00:00,1550010814
"What motivates us to work? Contrary to conventional wisdom, it isn't just money. But it's not exactly joy either. It seems that most of us thrive by making constant progress and feeling a sense of purpose. Behavioral economist Dan Ariely presents two eye-opening experiments that reveal our unexpected and nuanced attitudes toward meaning in our work.",TEDxRiodelaPlata,What makes us feel good about our work?,6886613,1226,"['TEDx', 'behavioral economics', 'business', 'leadership', 'motivation', 'productivity', 'work']",2012-10-24T00:00:00.000+00:00,1365605999
"How did the universe begin -- and how is it expanding? CERN physicist Tom Whyntie shows how cosmologists and particle physicists explore these questions by replicating the heat energy and activity of the first few seconds of our universe from right after the Big Bang. [Directed by Dan Abdo and Jason Patterson, narrated by R.J. Glass].",TED-Ed,The beginning of the universe for beginners,1021669,206,"['technology', 'science', 'space', 'universe', 'TED-Ed', 'animation']",2013-04-09T00:00:00.000+00:00,1549060440
"Your smartphone may feel like a friend -- but a true friend would give you a smile once in a while. At TED2013, Keller Rinaudo demos Romo, the smartphone-powered mini robot who can motor along with you on a walk, slide you a cup of coffee across the table, and react to you with programmable expressions.",TED2013,A mini robot -- powered by your phone,1187535,350,"['robots', 'technology']",2013-02-26T00:00:00.000+00:00,1365519615
"At age 12, Freeman Hrabowski marched with Martin Luther King. Now he's president of the University of Maryland, Baltimore County (UMBC), where he works to create an environment that helps under-represented students -- specifically African-American, Latino and low-income learners -- get degrees in math and science. He shares the four pillars of UMBC's approach.",TED2013,4 pillars of college success in science,1092677,910,"['education', 'inequality', 'math', 'science', 'technology', 'psychology', 'history', 'race', 'engineering', 'curiosity', 'community', 'medical research', 'social change']",2013-02-28T00:00:00.000+00:00,1365434089
"Trivia whiz Ken Jennings has made a career as a keeper of facts; he holds the longest winning streak in history on the US quiz show Jeopardy. But in 2011, he played a challenge match against IBM's supercomputer Watson -- and lost. With humor and humility, Jennings tells us how it felt to have a computer literally beat him at his own game, and makes the case for good old-fashioned human knowledge.",TEDxSeattleU,"Watson, Jeopardy and me, the obsolete know-it-all",1386610,1072,"['TEDx', 'computers', 'entertainment', 'robots', 'technology', 'AI']",2013-02-10T00:00:00.000+00:00,1365175363
"3D printing has grown in sophistication since the late 1970s; TED Fellow Skylar Tibbits is shaping the next development, which he calls 4D printing, where the fourth dimension is time. This emerging technology will allow us to print objects that then reshape themselves or self-assemble over time. Think: a printed cube that folds before your eyes, or a printed pipe able to sense the need to expand or contract.",TED2013,"The emergence of ""4D printing""",2921603,502,"['TED Fellows', 'design', 'industrial design', 'technology']",2013-02-25T00:00:00.000+00:00,1365087381
"There is a corruption at the heart of American politics, caused by the dependence of Congressional candidates on funding from the tiniest percentage of citizens. That's the argument at the core of this blistering talk by legal scholar Lawrence Lessig. With rapid-fire visuals, he shows how the funding process weakens the Republic in the most fundamental way, and issues a rallying bipartisan cry that will resonate with many in the U.S. and beyond.",TED2013,"We the People, and the Republic we must reclaim",1619933,1099,"['corruption', 'democracy', 'global issues', 'government', 'law', 'politics']",2013-02-27T00:00:00.000+00:00,1364997280
"Imagine an electric vehicle that can get you to work -- or anywhere in a six-mile radius -- quickly, without traffic frustrations or gasoline. Now imagine you can pick it up and carry it with you. Yes, this souped-up skateboard could change the face of morning commutes.",TED2013,"A skateboard, with a boost",1893332,260,"['technology', 'transportation']",2013-02-27T00:00:00.000+00:00,1364915205
"One afternoon, Kees Moeliker got a research opportunity few ornithologists would wish for: A flying duck slammed into his glass office building, died, and then ... what happened next would change his life. [Note: Contains graphic images and descriptions of sexual behavior in animals.]",TED2013,How a dead duck changed my life,1445484,712,"['biology', 'birds', 'humor', 'science', 'sex', 'environment']",2013-02-28T00:00:00.000+00:00,1364822486
"As we move through the world, we have an innate sense of how things feel -- the sensations they produce on our skin and how our bodies orient to them. Can technology leverage this? In this fun, fascinating TED-Ed lesson, learn about the field of haptics, and how it could change everything from the way we shop online to how dentists learn the telltale feel of a cavity.",TEDYouth 2012,The technology of touch,679376,388,"['TEDYouth', 'engineering', 'technology']",2012-11-17T00:00:00.000+00:00,1364569190
When two people are trying to make a deal -- whether they’re competing or cooperating -- what’s really going on inside their brains? Behavioral economist Colin Camerer shows research that reveals how badly we predict what others are thinking. Bonus: He presents an unexpected study that shows chimpanzees might just be better at it.,TEDxCaltech,"When you're making a deal, what's going on in your brain?",1564683,829,"['TEDx', 'behavioral economics', 'choice', 'economics', 'monkeys', 'neuroscience']",2013-01-18T00:00:00.000+00:00,1364482993
"In the Maasai community where Richard Turere lives with his family, cattle are all-important. But lion attacks were growing more frequent. In this short, inspiring talk, the young inventor shares the solar-powered solution he designed to safely scare the lions away.",TED2013,My invention that made peace with lions,2706387,440,"['agriculture', 'biodiversity', 'technology']",2013-02-27T00:00:00.000+00:00,1364392769
"Euclid, known as the ""Father of Geometry,"" developed several of modern geometry's most enduring theorems--but what can we make of his mysterious fifth postulate, the parallel postulate? Jeff Dekofsky shows us how mathematical minds have put the postulate to the test and led to larger questions of how we understand mathematical principles. [Directed by David Bernal, narrated by Jeff Dekofsky].",TED-Ed,Euclid's puzzling parallel postulate,153099,201,"['TED-Ed', 'animation', 'math']",2013-03-26T00:00:00.000+00:00,1550010756
"Mark Shaw demos Ultra-Ever Dry, a liquid-repellent coating that acts as an astonishingly powerful shield against water and water-based materials. At the nano level, the spray covers a surface with an umbrella of air so that water bounces right off. Watch for an exciting two-minute kicker.",TED2013,One very dry demo,1654108,331,"['demo', 'invention', 'nanoscale', 'technology', 'water']",2013-02-28T00:00:00.000+00:00,1364310023
"Our bodies and homes are covered in microbes -- some good for us, some bad for us. As we learn more about the germs and microbes who share our living spaces, TED Fellow Jessica Green asks: Can we design buildings that encourage happy, healthy microbial environments?",TED2013,We're covered in germs. Let's design for that.,1064011,523,"['TED Fellows', 'architecture', 'biodiversity', 'biology', 'collaboration', 'design', 'science', 'microbes', 'microbiology', 'health', 'ecology', 'climate change', 'sustainability', 'data', 'visualizations', 'environment']",2013-02-25T00:00:00.000+00:00,1364225632
"Composer and conductor Eric Whitacre has inspired millions by bringing together ""virtual choirs,"" singers from many countries spliced together on video. Now, for the first time ever, he creates the experience in real time, as 32 singers from around the world Skype in to join an onstage choir (assembled from three local colleges) for an epic performance of Whitacre's ""Cloudburst,"" based on a poem by Octavio Paz.",TED2013,Virtual Choir Live,1237915,752,"['collaboration', 'community', 'conducting', 'entertainment', 'live music', 'technology', 'virtual reality']",2013-03-01T00:00:00.000+00:00,1363963799
"Today we know the molecular cause of 4,000 diseases, but treatments are available for only 250 of them. So what's taking so long? Geneticist and physician Francis Collins explains why systematic drug discovery is imperative, even for rare and complex diseases, and offers a few solutions -- like teaching old drugs new tricks.",TEDMED 2012,We need better drugs -- now,929882,880,"['disease', 'genetics', 'medical research', 'medicine', 'public health', 'science', 'pharmaceuticals', 'DNA', 'health', 'health care', 'molecular biology', 'engineering', 'biotech', 'illness', 'biology', 'synthetic biology', 'future', 'innovation']",2012-04-12T00:00:00.000+00:00,1363878093
"Why can't our extremely complex eyes render simple optical illusions? Surprise, surprise -- it comes back to the brain, which has only evolved to encounter natural stimuli. At TEDYouth 2012, Mark Changizi explains how the brain reckons with optical illusions.[Directed by TED Media].",TED-Ed,Why do we see illusions?,138281,436,"['consciousness', 'TED-Ed', 'animation', 'illusion', 'sight', 'brain', 'science', 'biology']",2013-03-20T00:00:00.000+00:00,1550010657
"As a child growing up in North Korea, Hyeonseo Lee thought her country was ""the best on the planet."" It wasn't until the famine of the 90s that she began to wonder. She escaped the country at 14, to begin a life in hiding, as a refugee in China. Hers is a harrowing, personal tale of survival and hope -- and a powerful reminder of those who face constant danger, even when the border is far behind.",TED2013,My escape from North Korea,20122033,735,"['Asia', 'culture', 'family', 'global issues']",2013-02-28T00:00:00.000+00:00,1363791588
"Entrepreneur Elon Musk is a man with many plans. The founder of PayPal, Tesla Motors and SpaceX sits down with TED curator Chris Anderson to share details about his visionary projects, which include a mass-marketed electric car, a solar energy leasing company and a fully reusable rocket.",TED2013,"The mind behind Tesla, SpaceX, SolarCity ...",7337989,1264,"['energy', 'entrepreneur', 'exploration', 'innovation', 'solar energy', 'space', 'technology', 'transportation', 'electricity']",2013-02-28T00:00:00.000+00:00,1363705062
"The Internet connects billions of people and machines; it's the backbone of modern life. But tech pioneer Danny Hillis thinks the Internet just wasn't designed to grow this big -- and he fears that one big cyber-attack or glitch could shut it down and take civilization with it. To head off a digital dark age, he sounds a clarion call to develop a Plan B: a parallel system to fall back on if -- or when -- the Internet crashes.",TED2013,The Internet could crash. We need a Plan B,1397820,751,"['Internet', 'computers', 'technology']",2013-02-27T00:00:00.000+00:00,1363611298
"Ink that conducts electricity; a window that turns from clear to opaque at the flip of a switch; a jelly that makes music. All this stuff exists, and Catarina Mota says: It's time to play with it. Mota leads us on a tour of surprising and cool new materials, and suggests that the way we'll figure out what they're good for is to experiment, tinker and have fun.",TEDGlobal 2012,Play with smart materials,1162150,595,"['TED Fellows', 'creativity', 'design', 'technology', 'manufacturing', 'science']",2012-07-12T00:00:00.000+00:00,1363359960
"The Ho Chi Minh Trail not only connected North and South Vietnam during a brutal war but also aided Vietnamese soldiers. The trail shaved nearly five months of time off of the trip and was used as a secret weapon of sorts. Cameron Paterson describes the history and usage of the infamous trail. [Directed by Maxwell Sørensen, narrated by Cameron Paterson].",TED-Ed,The infamous and ingenious Ho Chi Minh Trail,826907,220,"['history', 'TED-Ed', 'war', 'animation']",2013-03-14T00:00:00.000+00:00,1548707973
"Human beings have been campaigning against inequality and poverty for 3,000 years. But this journey is accelerating. Bono ""embraces his inner nerd"" and shares inspiring data that shows the end of poverty is in sight … if we can harness the momentum.",TED2013,"The good news on poverty (Yes, there's good news)",1950908,837,"['activism', 'global issues', 'inequality', 'poverty']",2013-02-26T00:00:00.000+00:00,1363265922
"At face value the lines between verbal irony sarcasm and compliments can be blurry. After all the phrase 'That looks nice' could be all three depending on the circumstances. In the final of a three part series on irony Christopher Warner gets into the irony you may use most often and most casually: verbal irony. [Directed by Ben Pearce, narrated by Christopher Warner].",TED-Ed,What is verbal irony?,1599088,196,"['literature', 'TED-Ed', 'speech', 'animation']",2013-03-13T00:00:00.000+00:00,1545252421
"Throughout humankind's history, we've driven species after species extinct: the passenger pigeon, the Eastern cougar, the dodo ... But now, says Stewart Brand, we have the technology (and the biology) to bring back species that humanity wiped out. So -- should we? Which ones? He asks a big question whose answer is closer than you may think.",TED2013,The dawn of de-extinction. Are you ready?,2122969,1104,"['biology', 'deextinction', 'philosophy', 'technology']",2013-02-26T00:00:00.000+00:00,1363187248
"Each father and mother pass down traits to their children, who inherit combinations of their dominant or recessive alleles. But how do we know so much about genetics today? Hortensia Jiménez Díaz explains how studying pea plants revealed why you may have blue eyes. [Directed by Johan Sonestedt and Veronica Wallenberg, narrated by Rose Eveleth].",TED-Ed,How Mendel's pea plants helped us understand genetics,2659703,176,"['science', 'DNA', 'TED-Ed', 'genetics', 'history', 'education', 'discovery', 'animation']",2013-03-12T00:00:00.000+00:00,1581633009
"Modern psychiatric drugs treat the chemistry of the whole brain, but neurobiologist David Anderson has a more nuanced view of how the brain functions. He shares new research that could lead to targeted psychiatric medications -- that work better and avoid side effects. How's he doing it? For a start, by making a bunch of fruit flies angry.",TEDxCaltech,Your brain is more than a bag of chemicals,1530301,925,"['TEDx', 'brain', 'insects', 'neuroscience', 'mental health']",2013-01-18T00:00:00.000+00:00,1363100515
"Activist and fundraiser Dan Pallotta calls out the double standard that drives our broken relationship to charities. Too many nonprofits, he says, are rewarded for how little they spend -- not for what they get done. Instead of equating frugality with morality, he asks us to start rewarding charities for their big goals and big accomplishments (even if that comes with big expenses). In this bold talk, he says: Let's change the way we think about changing the world.",TED2013,The way we think about charity is dead wrong,5107053,1134,"['business', 'culture', 'global issues', 'philanthropy']",2013-03-01T00:00:00.000+00:00,1363014731
"By turn hilarious and haunting, poet Shane Koyczan puts his finger on the pulse of what it's like to be young and ... different. ""To This Day,"" his spoken-word poem about bullying, captivated millions as a viral video (created, crowd-source style, by 80 animators). Here, he gives a glorious, live reprise with backstory and violin accompaniment by Hannah Epperson.",TED2013,To This Day ... for the bullied and beautiful,7161155,723,"['bullying', 'children', 'compassion', 'depression', 'mental health', 'poetry', 'spoken word']",2013-02-28T00:00:00.000+00:00,1362758503
"Kakenya Ntaiya made a deal with her father: She would undergo a traditional Maasai rite of passage, female circumcision, if he would let her go to high school. Ntaiya tells the fearless story of continuing on to college, and of working with her village elders to build a school for girls in her community, changing the destiny of 125 young women.",TEDxMidAtlantic,A girl who demanded school,2716117,916,"['Africa', 'TEDx', 'activism', 'education', 'feminism', 'women', 'global development']",2012-10-26T00:00:00.000+00:00,1362672147
"Ron Finley plants vegetable gardens in South Central LA -- in abandoned lots, traffic medians, along the curbs. Why? For fun, for defiance, for beauty and to offer some alternative to fast food in a community where ""the drive-thrus are killing more people than the drive-bys.""",TED2013,A guerrilla gardener in South Central LA,4009091,645,"['agriculture', 'culture', 'food', 'garden', 'health', 'social change']",2013-02-28T00:00:00.000+00:00,1362586018
Humankind has been looking for the giant squid (Architeuthis) since we first started taking pictures underwater. But the elusive deep-sea predator could never be caught on film. Oceanographer and inventor Edith Widder shares the key insight -- and the teamwork -- that helped to capture the squid on film for the first time.,TED2013,How we found the giant squid,5002603,518,"['oceans', 'submarine', 'technology', 'marine biology', 'adventure', 'science']",2013-02-26T00:00:00.000+00:00,1362499002
"When you're working on a problem with lots of numbers, as in economics, cryptography or 3D graphics, it helps to organize those numbers into a grid, or matrix. Bill Shillito shows us how to work with matrices, with tips for adding, subtracting and multiplying (but not dividing!). [Directed by David Bernal, narrated by Bill Shillito]. ",TED-Ed,"How to organize, add and multiply matrices",433603,269,"['TED-Ed', 'animation', 'economics', 'math']",2013-03-04T00:00:00.000+00:00,1550010607
"(NOTE: Statements in this talk have been challenged by scientists working in this field. Please read ""Criticisms & Updates"" below for more details.) ""Desertification is a fancy word for land that is turning to desert,"" begins Allan Savory in this quietly powerful talk. And it's happening to about two-thirds of the world's grasslands, accelerating climate change and causing traditional grazing societies to descend into social chaos. Savory has devoted his life to stopping it. He now believes -- and his work may show -- that a surprising factor can protect grasslands and even reclaim degraded land that was once desert.",TED2013,How to fight desertification and reverse climate change,7425853,1339,"['agriculture', 'climate change', 'green']",2013-02-28T00:00:00.000+00:00,1362412271
"Don't make people pay for music, says Amanda Palmer: Let them. In a passionate talk that begins in her days as a street performer (drop a dollar in the hat for the Eight-Foot Bride!), she examines the new relationship between artist and fan.",TED2013,The art of asking,12558372,827,"['business', 'entertainment', 'music', 'performance art']",2013-02-27T00:00:00.000+00:00,1362158807
"Kicking off the TED2013 conference, Jennifer Granholm asks a very American question with worldwide implications: How do we make more jobs? Her big idea: Invest in new alternative energy sources. And her big challenge: Can it be done with or without our broken Congress?",TED2013,A clean energy proposal -- race to the top!,792006,761,"['energy', 'global issues', 'work']",2013-02-26T00:00:00.000+00:00,1362089201
"Onstage at TED2013, Sugata Mitra makes his bold TED Prize wish: Help me design the School in the Cloud, a learning lab in India, where children can explore and learn from each other -- using resources and mentoring from the cloud. Hear his inspiring vision for Self Organized Learning Environments.",TED2013,Build a School in the Cloud,3613808,1351,"['TED Prize', 'technology', 'code', 'education']",2013-02-26T00:00:00.000+00:00,1362004680
"There's a place in France where the robots do a dance. And that place is TEDxConcorde, where Bruno Maisonnier of Aldebaran Robotics choreographs a troupe of tiny humanoid Nao robots through a surprisingly emotive performance.",TEDxConcorde,"Dance, tiny robots!",1441071,189,"['TEDx', 'robots']",2013-01-24T00:00:00.000+00:00,1361910354
"An insect's ability to fly is one of the greatest feats of evolution. Michael Dickinson looks at how a fruit fly takes flight with such delicate wings, thanks to a clever flapping motion and flight muscles that are both powerful and nimble. But the secret ingredient: the incredible fly brain.",TEDxCaltech,How a fly flies,1856806,955,"['TEDx', 'biology', 'insects', 'science', 'flight', 'evolution', 'ecology', 'animals', 'neuroscience', 'biomechanics', 'cognitive science', 'brain', 'nanoscale', 'mind', 'physiology']",2013-01-18T00:00:00.000+00:00,1361538468
"Trinidad and Tobago amassed great wealth in the 1970s thanks to oil -- but 2 out of every 3 dollars earmarked for development ended up wasted or stolen. This fact has haunted Afra Raymond for 30 years. Shining a flashlight on a continued history of government corruption, Raymond gives us a reframing of financial crime.",TEDxPortofSpain,Three myths about corruption,967556,1089,"['TEDx', 'corruption', 'crime', 'economics', 'government', 'protests']",2012-12-12T00:00:00.000+00:00,1361375995
"What can economists learn from linguists? Behavioral economist Keith Chen introduces a fascinating pattern from his research: that languages without a concept for the future -- ""It rain tomorrow,"" instead of ""It will rain tomorrow"" -- correlate strongly with high savings rates.",TEDGlobal 2012,Could your language affect your ability to save money?,1952708,733,"['behavioral economics', 'business', 'data', 'economics', 'language']",2012-06-23T00:00:00.000+00:00,1361289732
"Can we use our brains to directly control machines? Miguel Nicolelis suggests yes, showing how a clever monkey in the US learned to control a robot arm in Japan purely with its thoughts. The research has big implications for quadraplegic people -- and in fact, it powered the exoskeleton that kicked off the 2014 World Cup.",TEDMED 2012,"A monkey that controls a robot with its thoughts. No, really.",1343569,895,"['brain', 'monkeys', 'neuroscience', 'science', 'technology', 'bioethics', 'mind', 'primates', 'biotech', 'cognitive science', 'prosthetics', 'design', 'disability', 'innovation', 'engineering', 'programming', 'invention', 'robots', 'bionics']",2012-04-11T00:00:00.000+00:00,1361203863
"Why do we ever stop playing and creating? With charm and humor, celebrated Korean author Young-ha Kim invokes the world's greatest artists to urge you to unleash your inner child -- the artist who wanted to play forever. ",TEDxSeoul,"Be an artist, right now!",2094375,1017,"['TEDx', 'creativity', 'writing', 'art', 'spoken word']",2010-07-24T00:00:00.000+00:00,1360943591
"In long-term relationships, we often expect our beloved to be both best friend and erotic partner. But as Esther Perel argues, good and committed sex draws on two conflicting needs: our need for security and our need for surprise. So how do you sustain desire? With wit and eloquence, Perel lets us in on the mystery of erotic intelligence.",TEDSalon NY2013,The secret to desire in a long-term relationship,17833105,1150,"['culture', 'love', 'relationships', 'sex']",2013-02-11T00:00:00.000+00:00,1360858020
"When two people join a dating website they are matched according to shared interests and how they answer a number of personal questions. But how do sites calculate the likelihood of a successful relationship? Christian Rudder one of the founders of popular dating site OKCupid details the algorithm behind 'hitting it off.' [Directed by Franz Palomares, narrated by Christian Rudder].",TED-Ed,Inside OKCupid,1164996,439,"['technology', 'math', 'TED-Ed', 'relationships', 'animation']",2013-02-13T00:00:00.000+00:00,1547672137
"James Glattfelder studies complexity: how an interconnected system -- say, a swarm of birds -- is more than the sum of its parts. And complexity theory, it turns out, can reveal a lot about how the world economy works. Glattfelder shares a groundbreaking study of how control flows through the global economy, and how concentration of power in the hands of a shockingly small number leaves us all vulnerable.",TEDxZurich 2012,Who controls the world?,2838491,850,"['TEDx', 'business', 'complexity', 'data', 'economics', 'global issues', 'inequality']",2012-10-25T00:00:00.000+00:00,1360771231
"Paved roads are nice to look at, but they're easily damaged and costly to repair. Erik Schlangen demos a new type of porous asphalt made of simple materials with an astonishing feature: When cracked, it can be ""healed"" by induction heating. ",TEDxDelft,"A ""self-healing"" asphalt",1056925,410,"['TEDx', 'demo', 'engineering', 'invention', 'science', 'technology', 'urban planning', 'infrastructure', 'design', 'materials', 'industrial design', 'innovation']",2012-10-05T00:00:00.000+00:00,1360684618
"Imagine a country where girls must sneak out to go to school, with deadly consequences if they get caught learning. This was Afghanistan under the Taliban, and traces of that danger remain today. 22-year-old Shabana Basij-Rasikh runs a school for girls in Afghanistan. She celebrates the power of a family's decision to believe in their daughters -- and tells the story of one brave father who stood up to local threats.",TEDxWomen 2012,Dare to educate Afghan girls,1145540,576,"['TEDx', 'education', 'feminism', 'global issues', 'women']",2012-12-01T00:00:00.000+00:00,1360598899
"Make a city beautiful, curb corruption. Edi Rama took this deceptively simple path as mayor of Tirana, Albania, where he instilled pride in his citizens by transforming public spaces with colorful designs.",TEDxThessaloniki,Take back your city with paint,659162,942,"['Europe', 'TEDx', 'art', 'cities', 'community', 'global issues', 'government', 'urban planning']",2012-05-12T00:00:00.000+00:00,1360339836
"Chemist Lee Cronin is working on a 3D printer that, instead of objects, is able to print molecules. An exciting potential long-term application: printing your own medicine using chemical inks.",TEDGlobal 2012,Print your own medicine,1063080,186,"['chemistry', 'health care', 'medical research', 'medicine', 'science', 'synthetic biology', 'molecular biology', 'biotech', 'engineering', 'biology', 'software', 'pharmaceuticals', 'future', 'innovation', 'invention', 'product design', '3D printing', 'technology', 'manufacturing']",2012-06-26T00:00:00.000+00:00,1360252949
"There are three major rules that we want our robots to follow: do not harm a human, obey us, and protect us. The prerequisite for these rules? We need to make robots smarter. Ayanna Howard explains how robots can become smarter (hint: it is related to how smart we humans are).",TED-Ed,Make robots smarter,48649,372,"['technology', 'education', 'robot', 'robots', 'TED-Ed', 'animation', 'design', 'invention']",2013-02-06T00:00:00.000+00:00,1591637575
"There are so many tiny, beautiful, funny, tragic moments in your life -- how are you going to remember them all? Director Cesar Kuriyama shoots one second of video every day as part of an ongoing project to collect all the special bits of his life.",TED2012,One second every day,2002885,482,"['art', 'film', 'life', 'memory', 'online video']",2012-03-02T00:00:00.000+00:00,1360166902
"High school science teacher Tyler DeWitt was ecstatic about his new lesson plan on bacteria (how cool!) -- and devastated when his students hated it. The problem was the textbook: it was impossible to understand. He delivers a rousing call for science teachers to ditch the jargon and extreme precision, and instead make science sing through stories and demonstrations.",TEDxBeaconStreet,Hey science teachers -- make it fun,1918705,680,"['TEDx', 'biology', 'children', 'education', 'science', 'psychology', 'bacteria', 'genetics', 'microbiology', 'DNA', 'physiology', 'marketing', 'storytelling']",2012-11-17T00:00:00.000+00:00,1360080167
"In Libya, Zahra' Langhi was part of the ""days of rage"" movement that helped topple the dictator Gaddafi. But -- then what? In their first elections, Libyans tried an innovative slate of candidates, the ""zipper ballot,"" that ensured equal representation from men and women of both sides. Yet the same gridlocked politics of dominance and exclusion won out. What Libya needs now, Langhi suggests, is collaboration, not competition; compassion, not rage.",TEDxWomen 2012,Why Libya's revolution didn't work -- and what might,552938,588,"['compassion', 'democracy', 'global issues', 'politics', 'women']",2012-12-01T00:00:00.000+00:00,1359994841
"Imagine a country with abundant power -- oil and gas, sunshine, wind (and money) -- but missing one key essential for life: water. Infrastructure engineer Fahad Al-Attiya talks about the unexpected ways that the small Middle Eastern nation of Qatar creates its water supply.",TEDxSummit,A country with no water,1565151,526,"['Middle East', 'TEDx', 'agriculture', 'cities', 'food', 'technology', 'water', 'infrastructure']",2012-04-22T00:00:00.000+00:00,1359648137
"iO Tillett Wright has photographed 2,000 people who consider themselves somewhere on the LGBTQ spectrum -- and asked many of them: Can you assign a percentage to how gay or straight you are? Most people, it turns out, consider themselves to exist in the gray areas of sexuality, not 100% gay or straight. Which presents a real problem when it comes to discrimination: Where do you draw the line?",TEDxWomen 2012,Fifty shades of gay,3056581,1098,"['Gender spectrum', 'LGBT', 'TEDx', 'Transgender', 'United States', 'gender', 'identity', 'inequality', 'photography', 'relationships', 'gender equality']",2012-12-01T00:00:00.000+00:00,1359562882
"You're in a movie theater, watching the new horror flick. The audience knows something that the main character does not. The audience sees the character's actions are not in his best interest. What's that feeling -- the one that makes you want to shout at the screen? Christopher Warner identifies this storytelling device as dramatic irony. [Directed by Ben Pearce, narrated by Christopher Warner].",TED-Ed,In on a secret? That's dramatic irony,1183676,158,"['literature', 'writing', 'storytelling', 'TED-Ed', 'animation', 'education']",2013-01-29T00:00:00.000+00:00,1581631450
"Coding isn't just for computer whizzes, says Mitch Resnick of MIT Media Lab -- it's for everyone. In a fun, demo-filled talk Resnick outlines the benefits of teaching kids to code, so they can do more than just use new tech toys but also create them.",TEDxBeaconStreet,Let's teach kids to code,2551510,1008,"['Internet', 'TEDx', 'children', 'computers', 'education', 'parenting', 'technology', 'youth', 'code']",2012-11-17T00:00:00.000+00:00,1359475302
Plenty of people need jobs with very flexible hours -- but it's difficult for those people to connect with the employers who need them. Wingham Rowan is working on that. He explains how the same technology that powers modern financial markets can help employers book workers for slivers of time.,TEDSalon London Fall 2012,A new kind of job market,1143899,740,"['business', 'global issues', 'technology', 'work']",2012-11-08T00:00:00.000+00:00,1359389640
"Leslie Morgan Steiner was in ""crazy love"" -- that is, madly in love with a man who routinely abused her and threatened her life. Steiner tells the story of her relationship, correcting misconceptions many people hold about victims of domestic violence, and explaining how we can all help break the silence. ",TEDxRainier,Why domestic violence victims don't leave,6433034,959,"['culture', 'global issues', 'love', 'relationships', 'violence', 'women']",2012-11-10T00:00:00.000+00:00,1359129960
"Laparoscopic surgery uses minimally invasive incisions -- which means less pain and shorter recovery times for patients. But Steven Schwaitzberg has run into two problems teaching these techniques to surgeons around the world: language and distance. He shares how a new technology, which combines videoconferencing and a real-time universal translator, could help.",TEDxBeaconStreet,A universal translator for surgeons,520444,701,"['Surgery', 'TEDx', 'health care', 'medicine', 'technology']",2012-11-17T00:00:00.000+00:00,1359043416
"How can you help kids get a good start? In this heartfelt and personal talk, Colin Powell, the former U.S. Secretary of State, asks parents, friends and relatives to support children, starting before they even get to primary school, through community and a strong sense of responsibility.",TEDxMidAtlantic,Kids need structure,1684332,1066,"['TEDx', 'children', 'culture', 'education', 'parenting', 'youth', 'teaching']",2012-10-26T00:00:00.000+00:00,1358957905
"Reporter Janine di Giovanni has been to the worst places on Earth to bring back stories from Bosnia, Sierra Leone and most recently Syria. She tells stories of human moments within large conflicts -- and explores that shocking transition when a familiar city street becomes a bombed-out battleground.",TEDxWomen 2012,What I saw in the war,1119395,713,"['TEDx', 'global issues', 'journalism', 'war', 'PTSD', 'Syria']",2012-12-01T00:00:00.000+00:00,1358870640
"When Colin Stokes' 3-year-old son caught a glimpse of ""Star Wars,"" he was instantly obsessed. But what messages did he absorb from the sci-fi classic? Stokes asks for more movies that send positive messages to boys: that cooperation is heroic, and respecting women is as manly as defeating the villain.",TEDxBeaconStreet,How movies teach manhood,6004725,773,"['TEDx', 'culture', 'film', 'identity', 'men', 'parenting', 'movies']",2012-11-17T00:00:00.000+00:00,1358524874
"Can we accurately describe light as exclusively a wave or just a particle? Are the two mutually exclusive? In this third part of his series on light and color Colm Kelleher discusses wave-particle duality and its relationship to how we see light and therefore color. [Directed by Nelson Diaz, narrated by Colm Kelleher].",TED-Ed,Is light a particle or a wave?,1137111,253,"['history', 'science', 'TED-Ed', 'animation']",2013-01-17T00:00:00.000+00:00,1546451572
