talk_name,event_cat,views_x,p_year,mws,fkl,mtld,cnt_i,cnt_we,cnt_you,nip_comps_cnt,nip,nvr,time_period,most_frequent_topic
On reading the Koran,TEDx,2334507,2011,19.5,10.8,75.8466603053435,22,15,13,12,0.0209424083769633,1.6626506024096386,2,health
How to succeed? Get more sleep,TED Women,5471977,2011,24.0,12.3,56.559701492537314,15,7,12,7,0.028,1.4266666666666667,2,gender equity
Using our practical wisdom,TED Salon,1188139,2010,16.0,8.5,55.32626488095238,11,76,46,21,0.0151405912040374,1.45750452079566,2,health
The power of vulnerability,TEDx,52871680,2010,12.0,7.9,47.111812682421615,118,82,83,21,0.0172272354388843,0.8442477876106195,2,health
3 stories of local eco-entrepreneurship,TEDx,1383802,2010,18.0,10.5,96.72742157836215,35,60,17,21,0.0194624652455977,1.71889400921659,2,environment
Why we have too few women leaders,TED Women,10749903,2010,15.0,6.8,54.98787893859463,72,53,60,37,0.0412026726057906,1.1497797356828194,2,human feelings
Life lessons from big cats,TED Women,983330,2010,21.0,9.6,73.15021145087834,15,135,22,24,0.023076923076923,1.2762148337595909,2,human feelings
The case for collaborative consumption,TEDx,1404293,2010,20.0,9.5,102.6316734682758,42,74,36,39,0.039235412474849,1.631720430107527,2,human feelings
Let's talk parenting taboos,TED Women,2536816,2010,19.0,9.7,64.49325013371367,82,123,81,44,0.0428015564202334,1.2682403433476397,2,human feelings
How to learn? From mistakes,TEDx,2308509,2010,14.5,8.7,58.62862243048002,44,57,15,15,0.024793388429752,1.0092592592592593,2,gender equity
New data on the rise of women,TED Women,1089121,2010,15.0,7.6,60.65676128395575,28,53,79,28,0.0288065843621399,1.4610244988864145,2,human feelings
A police chief with a difference,TED Women,1633493,2010,10.0,4.6,45.14111371324486,53,32,42,40,0.0759013282732447,1.251937984496124,2,technology
A call to men,TED Women,3215646,2010,12.0,5.5,48.17314289942483,60,46,33,13,0.0193164933135215,1.1501597444089458,2,health
A feminine response to Iceland's financial crash,TED Women,692953,2010,21.0,10.3,60.47604560302312,22,52,19,10,0.017094017094017,1.4090909090909092,2,human feelings
How I taught rats to sniff out land mines,TEDx,629882,2010,16.0,9.1,81.73866707571011,12,34,30,36,0.0492476060191518,1.827433628318584,2,human feelings
Why not eat insects?,TED Global,1656389,2010,15.0,6.2,55.71061347094388,11,76,59,61,0.0613682092555332,1.826086956521739,2,environment
"The walk from ""no"" to ""yes""",TEDx,2589454,2010,13.0,6.2,54.87381972497619,30,70,67,71,0.0631111111111111,1.6045977011494252,2,human feelings
What's wrong with our food system,TEDx,2428055,2010,16.0,7.5,96.252807548259,31,9,14,3,0.0095541401273885,1.220125786163522,2,environment
Why work doesn't happen at work,TEDx,6073743,2010,15.0,7.1,50.69738006520727,41,34,142,23,0.0249728555917481,1.1544554455445544,2,gender equity
"Women, wartime and the dream of peace",TED Global,601930,2010,16.0,8.4,47.21557798388992,35,49,14,18,0.0168855534709193,1.723809523809524,2,human feelings
Protecting the brain against concussion,TEDx,539252,2010,11.5,6.8,77.11892950120148,22,23,25,21,0.0374331550802139,1.5112359550561798,2,human feelings
My green school dream,TED Global,1191702,2010,11.0,4.8,65.77466272086754,23,48,20,16,0.0196319018404908,1.5,2,health
What a bike ride can teach you,TEDx,628577,2010,19.0,8.3,73.6814648044415,59,42,43,16,0.0169133192389006,1.224431818181818,2,human feelings
A Darwinian theory of beauty,TED Main,2578586,2010,19.0,10.5,103.4594317573752,13,37,22,7,0.007502679528403,2.36,2,human feelings
Teaching kids real math with computers,TED Global,1784186,2010,13.5,7.5,74.8131836596894,46,81,48,21,0.0202117420596727,1.1605995717344757,2,economy
Simplifying complexity,TED Global,1424845,2010,13.5,9.3,78.40037007492376,15,18,22,9,0.0405405405405405,1.6404494382022472,2,human feelings
Making global labor fair,TED Global,704172,2010,12.0,7.4,74.45062136937332,18,81,33,15,0.0140712945590994,1.638586956521739,2,technology
America's native prisoners of war,TEDx,1834498,2010,16.0,8.9,75.93389811664775,16,35,15,28,0.0302049622437971,2.607843137254902,2,human feelings
The path to ending ethnic conflicts,TED Global,360986,2010,20.5,11.7,87.50769230769231,2,48,2,30,0.0284360189573459,2.105058365758755,2,human feelings
Teaching design for change,TED Global,1067402,2010,19.0,9.5,69.51789956992913,16,60,24,50,0.0498504486540378,2.174515235457064,2,human feelings
A one-man orchestra of the imagination,TED Main,1465457,2010,19.0,10.3,23.84470702978468,25,10,38,29,0.0250215703192407,2.0808823529411766,2,human feelings
Re-engineering the brain,TED Global,742821,2010,18.5,8.9,74.50252520341016,9,57,40,35,0.0332068311195445,1.656509695290859,2,human feelings
E-voting without fraud,TED Global,621752,2010,17.0,7.7,49.468006761016674,2,28,45,5,0.0118483412322274,1.1618497109826589,2,entertainment
7 ways games reward the brain,TED Global,1331352,2010,13.5,7.6,69.99262800654284,24,80,56,58,0.0587044534412955,1.344186046511628,2,human feelings
Natural pest control ... using bugs!,TEDx,453098,2010,15.0,7.5,58.70058766046879,14,54,48,37,0.0400866738894907,2.5135135135135136,2,human feelings
Global power shifts,TED Global,1228874,2010,15.0,8.7,61.66278802276014,13,131,51,25,0.0228310502283105,1.8705882352941177,2,human feelings
Breakthrough designs for ultra-low-cost products,TED Global,730461,2010,11.0,6.5,55.66092345477145,30,49,90,39,0.0330508474576271,1.7041564792176038,2,technology
The power of cartoons,TED Global,920298,2010,11.0,5.2,68.7394909090909,31,47,38,9,0.0119680851063829,1.5720524017467248,2,health
The brain in your gut,TED Global,1761848,2010,13.0,7.2,56.64837786470713,16,71,66,19,0.0207877461706783,1.186588921282799,2,human feelings
"Poverty, money -- and love",TED Global,1570573,2010,19.0,8.8,58.558653846153845,126,73,41,22,0.0197663971248876,1.0145631067961165,2,health
My web playroom,TED Global,2225089,2010,13.0,7.6,63.02822452447514,102,24,58,54,0.05,1.2641921397379912,2,human feelings
When bad engineering makes a natural disaster even worse,TED Global,381852,2010,17.0,8.8,52.66162817933076,4,21,5,18,0.0352941176470588,2.032258064516129,2,human feelings
What nonprofits can learn from Coca-Cola,TEDx,1495561,2010,14.0,6.8,50.823991389718834,22,66,49,44,0.0445344129554655,1.5508684863523574,2,human feelings
The roots of plant intelligence,TED Global,1398973,2010,14.0,7.7,50.31529961814957,4,41,24,17,0.0204819277108433,1.908695652173913,2,environment
The best gift I ever survived,TED Main,4273268,2010,8.0,5.4,58.66006469928038,7,2,32,0,0.0,1.032258064516129,2,human feelings
The good news of the decade? We're winning the war against child mortality,TEDx,935738,2010,11.5,6.3,63.1804054054054,27,94,41,43,0.0460385438972162,1.817629179331307,2,human feelings
An economic reality check,TED Global,1128534,2010,16.0,9.9,67.55201973831106,21,97,28,23,0.0188062142273098,1.682648401826484,2,human feelings
Are mushrooms the new plastic?,TED Global,1300078,2010,17.0,10.0,91.42689208872886,18,27,41,17,0.0311926605504587,1.8235294117647056,2,environment
How Mr. Condom made Thailand a better place for life and love,TEDx,1196903,2010,12.0,6.6,67.39070499572793,16,121,55,21,0.0253012048192771,1.5831062670299727,2,technology
Bringing peace to the minds of Afghanistan,TED Global,440018,2010,18.0,9.7,68.80962995882493,30,20,22,13,0.0202808112324493,1.3619909502262444,2,human feelings
I am my connectome,TED Global,1189716,2010,13.0,7.4,66.20649809841952,38,63,87,30,0.0257510729613733,1.634349030470914,2,human feelings
The quantified self,TED Institute,1107992,2010,13.5,8.4,71.56273209549072,7,15,17,6,0.0193548387096774,2.364705882352941,2,human feelings
Shh! Sound health in 8 steps,TED Global,1840300,2010,12.5,6.7,64.66215749734826,11,18,68,33,0.076036866359447,1.4170854271356783,2,environment
The shape-shifting future of the mobile phone,TEDx,973602,2010,13.0,4.3,57.53423676955423,9,25,27,9,0.0352941176470588,1.19811320754717,2,human feelings
Why I am an HIV/AIDS activist,TED Global,551986,2010,15.0,9.0,70.36588945869568,39,23,15,10,0.0179856115107913,1.634517766497462,2,human feelings
Mothers helping mothers fight HIV,TED Global,286919,2010,15.0,7.8,49.21141385623794,20,69,74,45,0.0405405405405405,1.5772532188841202,2,human feelings
How pig parts make the world turn,TED Global,1331521,2010,22.0,9.5,67.13322389597013,32,34,30,12,0.0224719101123595,1.8478260869565215,2,environment
Hurdy-gurdy for beginners,TED Global,856214,2010,14.0,7.6,51.32313282122308,7,0,8,6,0.0175953079178885,1.7818181818181815,2,environment
How social networks predict epidemics,TED Institute,699699,2010,19.0,11.7,53.05291443941751,12,85,68,44,0.0409683426443202,1.6916488222698072,2,posessions
Our natural sleep cycle is nothing like what we do now,TED Global,3228584,2010,20.0,9.1,93.80041162552251,3,16,11,4,0.0165975103734439,1.8157894736842104,2,human feelings
How web video powers global innovation,TED Global,1870106,2010,13.0,7.3,93.7741935483871,24,67,63,35,0.0308914386584289,1.5728155339805825,2,environment
Why the live arts matter,TEDx,585417,2010,26.0,16.2,81.50568481403164,14,51,34,12,0.0157068062827225,2.1885245901639343,2,human feelings
Art of substance and absence,TED Global,487635,2010,12.0,6.2,53.1601181651268,63,59,62,18,0.0178041543026706,1.019438444924406,2,human feelings
The child-driven education,TED Global,3239664,2010,13.0,7.1,77.33763545630507,72,43,52,35,0.0338818973862536,1.25,2,economy
The world's oldest living things,TED Global,1750046,2010,17.0,9.3,79.22236526049073,32,22,34,23,0.0271226415094339,1.5408805031446542,2,environment
Keep your goals to yourself,TED Global,7003920,2010,12.0,8.1,73.97507928862373,2,9,32,5,0.0256410256410256,0.7941176470588235,2,gender equity
The technology of the heart,TED Global,1019220,2010,25.0,15.2,61.5840303857972,55,58,19,3,0.0019697964543663,1.295275590551181,2,health
Let the environment guide our development,TED Global,1562065,2010,20.5,13.3,72.18257015870853,3,116,27,36,0.0330275229357798,2.35243553008596,2,environment
The Happy Planet Index,TED Global,2447487,2010,13.0,7.3,50.50813427102101,33,107,35,21,0.020812685827552,1.3967136150234742,2,human feelings
What physics taught me about marketing,TED Global,1639761,2010,18.5,8.8,69.67128900094548,4,10,29,8,0.0174672489082969,1.7169811320754718,2,human feelings
The political chemistry of oil,TEDx,595823,2010,17.0,7.4,56.878141690391445,21,130,57,37,0.0357833655705996,1.524390243902439,2,environment
Inside an Antarctic time machine,TED Global,635604,2010,17.5,10.5,82.72521826469907,2,27,1,21,0.0358974358974358,2.8811188811188813,2,environment
The beauty of data visualization,TED Global,3441443,2010,12.0,7.1,63.66959178616774,53,59,61,20,0.0185873605947955,1.4608294930875576,2,human feelings
The game layer on top of the world,TEDx,950256,2010,14.0,8.1,61.59542539255515,30,68,50,22,0.0304709141274238,1.2731958762886595,2,environment
Did you hear the one about the Iranian-American?,TED Global,6915759,2010,8.0,4.9,57.44827586206897,60,25,50,11,0.01985559566787,1.2166064981949458,2,technology
The Axis of Evil Middle East Comedy Tour,TED Global,1206086,2010,15.0,8.4,109.66860903135412,23,40,14,22,0.0408163265306122,1.51131221719457,2,technology
"Meet Milo, the virtual boy",TED Global,861104,2010,13.0,6.0,66.12438183985265,15,51,52,10,0.015267175572519,1.1003584229390682,2,human feelings
Our century's greatest injustice,TED Global,1231330,2010,13.0,5.9,70.04625436994698,10,52,68,48,0.043557168784029,1.728643216080402,2,technology
How big brands can help save biodiversity,TED Global,515160,2010,11.0,6.7,49.69218678893037,23,141,27,67,0.0573139435414884,1.2198019801980198,2,environment
My mind-shifting Everest swim,TED Global,1239407,2010,18.0,8.4,52.38867124394184,56,33,32,19,0.0324786324786324,1.2226890756302522,2,environment
A monkey economy as irrational as ours,TED Global,3360777,2010,15.0,7.0,64.86775416848916,25,188,103,56,0.0472573839662447,1.0473457675753228,2,environment
The oil spill's toxic trade-off,TEDx,237765,2016,13.0,7.4,69.46837802637393,31,79,35,20,0.0199600798403193,1.6279761904761905,3,environment
The art of choosing,TED Global,3769172,2010,18.5,9.7,84.83506678395052,47,86,46,38,0.0262430939226519,1.3518164435946465,2,human feelings
The bio-future of joint replacement,TED Main,574374,2010,16.0,8.1,61.54350979387013,14,39,29,8,0.0194647201946472,1.5060240963855422,2,posessions
A headset that reads your brainwaves,TED Global,2777159,2010,15.5,10.2,86.13553370786516,2,23,30,18,0.0283018867924528,1.4729064039408868,2,human feelings
How we found hundreds of potential Earth-like planets,TED Global,1298409,2010,14.0,7.1,54.39988808538431,10,109,38,22,0.0198198198198198,1.630813953488372,2,human feelings
Why the world needs WikiLeaks,TED Global,2804855,2010,13.0,8.7,72.74035050963566,34,100,71,25,0.021312872975277,1.530373831775701,2,entertainment
The politics of fiction,TED Global,2447668,2010,17.0,8.7,90.69419730898522,90,73,24,27,0.0227848101265822,1.4695652173913043,2,health
Listening to global voices,TED Global,848466,2010,14.0,8.0,61.74582054164139,32,93,103,28,0.0236286919831223,1.4726277372262773,2,human feelings
When ideas have sex,TED Global,2537099,2010,13.0,7.1,57.37492171773653,7,75,53,24,0.024340770791075,1.624413145539906,2,human feelings
The oil spill's unseen villains -- and victims,TEDx,849920,2010,13.0,6.4,51.86670577146073,45,62,50,24,0.0200836820083682,1.2979166666666666,2,environment
"Global population growth, box by box",TED Institute,4362165,2010,12.5,7.5,58.89304865433749,14,48,7,40,0.0662251655629139,1.545,2,human feelings
Life science in prison,TED Main,558563,2010,16.0,9.8,87.43515250555409,17,20,5,10,0.0325732899022801,1.9150943396226412,2,human feelings
Obesity + hunger = 1 global food issue,TEDx,808778,2010,19.0,9.7,61.78221938224842,30,48,17,25,0.037037037037037,1.765384615384615,2,human feelings
Fractals and the art of roughness,TED Main,1551704,2010,11.0,6.5,54.36914708372981,56,51,44,28,0.0272108843537414,1.5566037735849056,2,economy
"Don't build your home, grow it!",TED Main,1671908,2010,10.0,8.3,73.28408029039679,1,26,4,5,0.0284090909090909,1.661764705882353,2,environment
A 3D atlas of the universe,TED Main,2046726,2010,19.0,10.6,58.39910732621419,4,53,7,5,0.0119904076738609,1.8434782608695648,2,human feelings
Retrofitting suburbia,TEDx,771042,2010,15.0,8.4,89.7565708540186,22,42,21,38,0.0326741186586414,1.8337801608579087,2,environment
LEGO for grownups,TED Main,1225207,2010,11.0,4.4,67.36335425432281,21,15,36,7,0.02,1.5163934426229508,2,gender equity
A second opinion on developmental disorders,TED Global,1088079,2010,22.0,13.5,74.30841708542714,11,11,5,17,0.0314232902033271,1.9831932773109244,2,human feelings
Education innovation in the slums,TED Salon,930777,2010,13.0,7.4,62.96816098149638,10,43,75,31,0.0272407732864674,1.7122969837587008,2,gender equity
Intricate beauty by design,TED Main,717198,2010,18.0,9.2,64.58723019428407,87,20,32,11,0.0111336032388663,1.1954022988505748,2,human feelings
Measuring what makes life worthwhile,TED Main,3318722,2010,17.0,8.9,67.65906057370286,49,99,30,29,0.0273843248347497,1.5985915492957747,2,human feelings
Fighting cancer with dance,TED Global,856690,2010,15.0,7.2,41.99996913580247,62,13,12,9,0.0093071354705274,1.587837837837838,2,human feelings
Let's raise kids to be entrepreneurs,TEDx,1884100,2010,12.0,6.3,71.93919412345235,133,81,98,49,0.0381619937694704,1.14572192513369,2,gender equity
How YouTube thinks about copyright,TED Main,975098,2010,16.0,8.1,76.07882852531637,3,34,22,7,0.0202898550724637,1.9153846153846157,2,environment
The pattern behind self-deception,TED Main,2925470,2010,11.0,6.7,64.89845716071872,28,68,106,20,0.0175284837861524,1.68348623853211,2,human feelings
How architecture helped music evolve,TED Main,1734392,2010,11.0,6.3,64.77802755620013,17,31,16,12,0.0125,1.9078014184397163,2,environment
Debate,TED Main,1657186,2010,12.0,7.2,74.15685778359926,27,124,79,71,0.0514865844815083,1.9411764705882355,2,environment
Sweat the small stuff,TED Salon,1271491,2010,19.0,12.0,73.99178054406335,19,23,70,26,0.0343461030383091,1.4542586750788644,2,human feelings
How poachers became caretakers,TED Main,425616,2010,14.0,7.8,73.91076923076923,15,73,29,13,0.0137420718816067,1.6404494382022472,2,health
The lost art of democratic debate,TED Main,1514535,2010,12.5,8.5,51.12209344829655,13,47,45,21,0.0177664974619289,1.8214285714285716,2,environment
How to engineer a viral music video,TEDx,1185900,2010,12.0,6.5,50.689655172413794,4,61,30,28,0.032258064516129,1.3170731707317074,2,human feelings
Why we need the explorers,TED Salon,2004236,2010,15.0,8.8,51.913589588377725,23,47,33,35,0.0353892821031344,2.2580645161290325,2,human feelings
The case for anonymity online,TED Main,1780930,2010,14.0,6.6,68.95844612228548,44,32,53,23,0.0291139240506329,1.2977941176470589,2,human feelings
Pointing to the future of UI,TED Main,1903717,2010,14.0,7.4,77.80233609997981,9,90,49,18,0.0195227765726681,1.6755162241887906,2,economy
Re-examining the remix,TEDx,435317,2010,14.0,8.8,63.73902067417436,37,57,35,18,0.016,1.719887955182073,2,environment
HIV and flu -- the vaccine strategy,TED Main,705519,2010,19.0,8.8,101.85730980299464,12,106,62,34,0.0268774703557312,1.531958762886598,2,posessions
Inside a school for suicide bombers,TED Main,1216713,2010,17.0,9.8,72.10688906826873,15,10,16,18,0.0368098159509202,1.639240506329114,2,human feelings
Lessons from fashion's free culture,TEDx,1282350,2010,13.0,8.0,78.48670120755723,16,37,38,13,0.0138888888888888,1.6551724137931034,2,human feelings
Bring on the learning revolution!,TED Main,9781239,2010,15.0,8.0,66.19804520676365,68,51,70,17,0.0168650793650793,1.1004784688995215,2,gender equity
Planning for the end of oil,TED Main,696745,2010,12.0,7.4,50.159605251631774,5,22,17,13,0.0221088435374149,2.226086956521739,2,environment
Why I'm a weekday vegetarian,TED Main,2824680,2010,16.0,7.6,82.3569097264476,19,12,12,5,0.0144927536231884,1.2435897435897436,2,environment
Can we eat to starve cancer?,TED Main,5384791,2010,19.0,11.0,84.8385196254385,13,102,31,36,0.0299500831946755,1.76940133037694,2,posessions
"It's time for ""The Talk""",TED Main,3792684,2010,14.0,6.1,40.83897526837456,33,25,17,2,0.0063291139240506,0.8766233766233766,2,health
Math class needs a makeover,TEDx,2884822,2010,15.5,9.2,74.21039173904632,35,56,67,29,0.0414878397711015,1.317919075144509,2,human feelings
Could this laser zap malaria?,TED Main,981317,2010,14.0,7.7,65.16208294773992,4,94,77,15,0.0147347740667976,1.349869451697128,2,environment
The hidden influence of social networks,TED Main,1796519,2010,18.0,9.4,53.92983151433856,38,83,87,34,0.0270055599682287,1.7077625570776256,2,posessions
India's hidden hotbeds of invention,TED Global,784781,2010,13.0,7.7,61.9719120250586,47,61,83,47,0.0341818181818181,1.7164179104477613,2,human feelings
How great leaders inspire action,TEDx,54351663,2010,12.0,7.2,48.90551881200474,19,84,98,30,0.0276752767527675,1.308316430020284,2,human feelings
Social experiments to fight poverty,TED Main,1424604,2010,12.0,5.3,59.250304,22,99,113,41,0.0407149950347567,1.2802690582959642,2,gender equity
"Lies, damned lies and statistics (about TEDTalks)",TED Main,2567671,2010,26.0,10.8,75.07497297420967,19,6,51,12,0.0334261838440111,1.1953125,2,human feelings
Toward a science of simplicity,TED Main,703250,2010,15.0,8.5,55.97700708347304,32,50,103,30,0.0269058295964125,1.3058035714285714,2,economy
Computing a theory of all knowledge,TED Main,1949822,2010,16.0,10.6,78.84332012417138,42,80,30,22,0.018363939899833,1.292828685258964,2,human feelings
"Radical women, embracing tradition",TED Global,607970,2010,15.0,8.6,80.65234678231639,27,61,21,19,0.0133991537376586,1.8859416445623345,2,health
Political change with pen and paper,TED Main,611942,2010,17.0,7.9,62.38244321669264,10,11,80,18,0.0490463215258855,0.92,2,health
"Build a tower, build a team",TED Main,6669520,2010,13.0,7.4,69.94894261474994,7,11,16,12,0.0291970802919708,1.4142011834319526,2,gender equity
Bio-lab on a microchip,TED Main,327922,2010,22.0,13.0,75.38670942410553,4,13,8,7,0.0188679245283018,1.9761904761904765,2,posessions
"Homeopathy, quackery and fraud",TED Main,5594946,2010,12.0,5.8,61.87203294120345,48,50,86,20,0.0192492781520692,1.243498817966903,2,human feelings
How art gives shape to cultural change,TED Main,758949,2010,27.0,13.1,56.909162163694845,35,15,9,10,0.0133689839572192,1.597609561752988,2,human feelings
The tradeoffs of building green,TED Main,896014,2010,17.5,8.9,62.6248632883704,24,43,23,10,0.0268096514745308,1.313253012048193,2,environment
Photos that changed the world,TED Main,1384225,2010,17.5,9.0,74.16776377656572,7,32,12,7,0.0193370165745856,1.7596899224806202,2,human feelings
The danger of science denial,TED Main,2233047,2010,9.0,4.9,48.77432193396226,55,128,51,23,0.0201577563540753,1.1181102362204725,2,human feelings
Singing old poems to life,TED Main,1037434,2010,16.0,17.3,18.27086784117196,34,26,77,98,0.055745164960182,2.8700361010830324,2,human feelings
Every pollen grain has a story,TED Main,490593,2010,14.0,6.7,82.88468372423597,7,21,26,11,0.0254629629629629,1.6258064516129032,2,environment
My seven species of robot -- and how we created them,TEDx,2284923,2010,12.0,6.7,76.38465273710541,36,83,57,39,0.0408376963350785,1.7087378640776698,2,human feelings
The emotion behind invention,TED MED,609933,2010,12.5,6.3,62.13863826428178,68,107,54,30,0.0255972696245733,0.9836065573770492,2,human feelings
"Sex, drugs and HIV -- let's get rational",TED Main,1636048,2010,19.0,9.5,73.7522780250053,22,72,91,35,0.0303292894280762,1.4503311258278146,2,health
What adults can learn from kids,TED Main,6527773,2010,16.0,9.4,97.91229192988652,11,25,42,8,0.016260162601626,1.411483253588517,2,health
How to start a movement,TED Main,9274126,2010,17.0,7.6,68.90204073805924,0,16,12,14,0.074074074074074,0.9871794871794872,2,human feelings
"And now, the real news",TED Main,802212,2010,11.0,7.3,100.31579643093193,0,8,2,4,0.0199004975124378,2.0166666666666666,2,human feelings
How to combat modern slavery,TED Main,1143319,2010,15.0,8.6,77.51608187134502,34,87,54,31,0.0286771507863089,1.6282051282051282,2,technology
"Music is medicine, music is sanity",TED Main,1385810,2019,24.0,12.7,65.54750423323271,18,10,5,7,0.0123674911660777,2.0854700854700856,4,environment
Why we need to go back to Mars,TEDx,800573,2010,11.0,6.6,49.7971872495979,4,98,10,52,0.0533880903490759,2.698744769874477,2,environment
Let's simplify legal jargon!,TED Main,1012199,2010,12.0,8.3,77.87016535420312,9,10,23,10,0.037593984962406,1.4705882352941178,2,entertainment
The fight to end rare-animal trafficking in Brazil,TED Main,382948,2010,16.5,11.0,95.22411533420708,1,22,6,9,0.0269461077844311,1.5612244897959184,2,environment
Science can answer moral questions,TED Main,6741957,2010,22.0,11.1,70.80080859189894,29,137,51,15,0.0108225108225108,1.407114624505929,2,human feelings
We are the stories we tell ourselves,TED Global,906360,2010,12.0,6.1,36.41835301109121,94,77,83,15,0.0117739403453689,1.163003663003663,2,health
Medical miracle on Everest,TED MED,852163,2010,14.0,6.3,63.27522102205919,34,91,69,49,0.0392313851080864,1.4493927125506072,2,human feelings
Gaming can make a better world,TED Main,6028268,2010,17.0,9.0,61.24454608382902,30,136,71,32,0.026600166251039,1.39572192513369,2,human feelings
Take health care off the mainframe,TED MED,449225,2010,12.0,9.3,72.2966819221968,23,118,48,42,0.0419580419580419,1.6702819956616053,2,human feelings
Suspended animation is within our grasp,TED Main,798907,2010,19.0,10.3,68.09089464347073,30,102,61,22,0.0201280878316559,1.2954545454545454,2,environment
How I fell in love with a fish,TED Main,2413661,2010,14.0,7.6,60.47407818919408,45,39,30,32,0.0280210157618213,1.665680473372781,2,environment
Take Turns,TED Main,641662,2010,11.0,5.3,69.67744469613953,5,8,21,18,0.0676691729323308,1.4672131147540983,2,environment
The year open data went worldwide,TED Main,788942,2010,18.0,10.4,65.78302023121387,7,14,29,1,0.003003003003003,2.014388489208633,2,environment
"In the Internet age, dance evolves ...",TED Main,4075528,2010,14.0,8.2,47.548021603851126,19,7,25,2,0.0019841269841269,1.6875,2,environment
Before Avatar ... a curious boy,TED Main,2268306,2010,15.0,8.9,62.01082631546728,86,64,48,7,0.0068093385214007,1.4560975609756095,2,human feelings
Is Pivot a turning point for web exploration?,TED Main,770396,2010,17.0,8.1,66.89538641852536,26,43,20,8,0.0207792207792207,1.2484848484848483,2,human feelings
"The rise of cricket, the rise of India",TED Global,1029071,2010,13.0,6.7,57.97830209767486,8,99,69,27,0.0264965652600588,1.5362997658079625,2,human feelings
My 5 lives as an artist,TED Main,856200,2010,10.0,5.2,55.71316646559896,198,38,51,20,0.0186046511627906,0.8667820069204152,2,health
How brains learn to see,TED Global,956555,2010,20.0,10.3,69.65377838172313,18,60,41,27,0.0244786944696282,1.727536231884058,2,human feelings
The world needs all kinds of minds,TED Main,5993695,2010,13.0,6.5,68.09097443976492,96,48,88,20,0.0169061707523246,1.4238178633975482,2,human feelings
The wireless future of medicine,TED MED,797897,2010,14.0,8.0,73.04428439066092,31,58,79,39,0.0383104125736738,1.805555555555556,2,posessions
Four ways to fix a broken legal system,TED Main,745551,2010,14.0,7.9,90.2317624126781,11,66,45,35,0.0317892824704813,1.6312056737588652,2,entertainment
Technology's epic story,TEDx,695965,2010,18.0,9.2,53.77269640576242,16,82,29,26,0.0262096774193548,1.7548209366391183,2,economy
Innovating to zero!,TED Main,7165473,2010,17.0,9.3,77.18154576886809,32,119,100,76,0.0455362492510485,1.2844444444444445,2,environment
The next age of government,TED Main,768093,2010,21.5,11.6,67.85897700039575,28,81,58,16,0.0190703218116805,1.4222873900293256,2,entertainment
Augmented-reality maps,TED Main,1878151,2010,19.0,9.3,60.99545454545455,9,30,31,14,0.0301075268817204,1.528301886792453,2,human feelings
Teach every child about food,TED Main,9991503,2010,8.0,4.9,66.38143437620002,50,67,96,26,0.0198019801980198,1.5197505197505197,2,posessions
How to expose the corrupt,TEDx,885949,2010,17.0,13.2,53.51062777380575,28,74,14,24,0.0235063663075416,1.7978339350180506,2,human feelings
A new strategy in the war on cancer,TED MED,852117,2010,17.0,9.4,54.549493661080405,36,115,91,43,0.0301966292134831,1.5131348511383538,2,posessions
A lab the size of a postage stamp,TEDx,552395,2010,13.0,8.3,58.824272445820434,18,55,112,33,0.033811475409836,1.4231738035264485,2,environment
The big idea my brother inspired,TED MED,604778,2010,12.0,6.0,56.63133356528654,59,120,70,27,0.0266272189349112,1.1305970149253732,2,human feelings
Solving social problems with a nudge,TED Global,609607,2010,9.0,6.2,68.00717968985245,33,80,100,52,0.0481036077705827,1.3625254582484725,2,environment
A warm embrace that saves lives,TED Global,935422,2010,15.0,9.2,87.22222222222223,3,15,16,12,0.0419580419580419,1.6330275229357798,2,human feelings
Embrace your inner girl,TED Global,1511878,2010,12.0,7.5,39.25327518619341,101,82,42,13,0.0108877721943048,1.1083743842364533,2,health
Building a theater that remakes itself,TEDx,920334,2010,18.0,10.7,59.15316906730713,19,95,77,33,0.0294117647058823,1.3517382413087935,2,human feelings
Your health depends on where you live,TED MED,995932,2010,11.5,6.0,60.03850411581038,44,27,56,6,0.0106194690265486,1.383177570093458,2,environment
Growing new organs,TED MED,1959579,2010,12.0,6.8,55.2443400309016,12,139,96,32,0.0298507462686567,1.6390977443609025,2,posessions
How I held my breath for 17 minutes,TED MED,28045289,2010,14.0,6.5,58.46397851628,169,21,50,35,0.0287120590648072,1.0822179732313577,2,human feelings
All things are Moleeds,TED Main,1148879,2010,10.0,6.3,72.08672130491898,65,26,54,33,0.0304709141274238,1.765625,2,human feelings
"Making maps to fight disaster, build economies",TED Global,414063,2010,18.5,9.7,70.42660794228478,0,8,1,14,0.0804597701149425,3.5428571428571427,2,economy
"Kids, take charge",TED Global,1690931,2010,9.0,6.5,71.38823529411764,20,43,21,21,0.0367132867132867,1.5957446808510638,2,health
The real danger lurking in the water,TED Global,516129,2010,15.0,7.9,88.14213672520296,21,73,38,26,0.02504816955684,1.952941176470588,2,environment
How to live to be 100+,TEDx,4289815,2010,14.0,7.8,84.21348285496089,9,54,76,60,0.0508905852417302,1.7687074829931972,2,human feelings
Exposing the invisible,TED Global,1960077,2010,11.5,5.8,55.37959445517265,56,17,39,19,0.0238095238095238,1.5321100917431192,2,environment
The neurons that shaped civilization,TED Global,2330164,2010,17.0,10.0,57.74864068256738,16,11,45,15,0.0323974082073434,1.854922279792746,2,human feelings
